session_type,start_date_and_time,name,session_nickname,session_status,school_id,participant_count,students_count,legacy_skills_needed,legacy_skills_covered
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 00556,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 00705,,Completed,,0,0,,
Classroom Speaker,,Classroom Speaker - BMcCarthy - Section - 00538,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 00502,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 00645,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 00628,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 00679,,Completed,,0,0,,
Workplace Visit,,Workplace Tours - BMcCarthy - Section - 00785,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03324,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03323,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03322,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03335,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03334,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03333,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03328,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03329,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03332,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03326,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03330,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03327,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03331,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03325,,Completed,,0,0,,
"Historical, not yet updated",,Industry-Recognized Credentials - BMcCarthy - Section - 03337,,Completed,,0,0,,
"Historical, not yet updated",,Industry-Recognized Credentials - BMcCarthy - Section - 03338,,Completed,,0,0,,
"Historical, not yet updated",,Industry-Recognized Credentials - BMcCarthy - Section - 03336,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03341,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03340,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03339,,Completed,,0,0,,
Internship,,Internships - BMcCarthy - Section - 03342,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03352,,Completed,,0,0,,
"Historical, not yet updated",,Student Law Academy - BMcCarthy - Section - 03351,,Completed,,0,0,,
"Historical, not yet updated",,Bioscience Academy Experience - BMcCarthy - Section - 03353,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03356,,Completed,,0,0,,
"Historical, not yet updated",,TechStart - BMcCarthy - Section - 03354,,Completed,,0,0,,
"Historical, not yet updated",,Bioscience Academy Experience - BMcCarthy - Section - 03355,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03346,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03349,,Completed,,0,0,,
"Historical, not yet updated",,Bioscience Academy Experience - BMcCarthy - Section - 03347,,Completed,,0,0,,
"Historical, not yet updated",,Bioscience Academy Experience - BMcCarthy - Section - 03348,,Completed,,0,0,,
"Historical, not yet updated",,TechStart - BMcCarthy - Section - 03345,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03344,,Completed,,0,0,,
"Historical, not yet updated",,Student Law Academy - BMcCarthy - Section - 03350,,Completed,,0,0,,
"Historical, not yet updated",,Bioscience Academy Experience - BMcCarthy - Section - 03343,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03308,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03309,,Completed,,0,0,,
"Historical, not yet updated",,Business and Finance Institute - BMcCarthy - Section - 03307,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - BMcCarthy - Section - 03313,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - BMcCarthy - Section - 03314,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - BMcCarthy - Section - 03310,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - BMcCarthy - Section - 03315,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - BMcCarthy - Section - 03311,,Completed,,0,0,,
"Historical, not yet updated",,HealthStart - BMcCarthy - Section - 03312,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03316,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03318,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03317,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03321,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03320,,Completed,,0,0,,
"Historical, not yet updated",,Pathways to Design - BMcCarthy - Section - 03319,,Completed,,0,0,,
Campus Visit,2020-10-01 6:00:00,Allen Village Virtual College Campus Visits,,Completed,,1,0,,
Career Jumping,2020-11-11 6:00:00,Arrowhead Middle School Virtual Career Jumping,,Completed,0015f00000JUL8iAAH,15,0,,
"Historical, not yet updated",2020-11-18 6:00:00,Rosedale Middle School Virtual Career Speakers,,Completed,0015f00000JUL8fAAH,11,0,,
"Historical, not yet updated",2019-10-15 6:00:00,Holland 1916 10/15/19,,Completed,,8,0,,
Career Speaker,2021-12-08 6:00:00,Eisenhower Middle School Virtual Career Day,,Completed,0015f00000JUL8aAAH,16,0,,
Career Jumping,2022-03-15 18:00:00,Ruskin High School Business & Finance Career Jumping - In Person,,Confirmed,0015f00000JUL8BAAX,6,0,Business,
Career Jumping,2022-04-06 14:00:00,Allen Village High School Business & Finance Career Jumping - In Person,,Confirmed,0015f00000JUL8sAAH,7,0,Business,
College Application Fair,2021-12-09 6:00:00,Grandview High School College Application Fair - In Person,,Completed,0015f00000JUL8IAAX,13,0,,
FAFSA,2021-12-09 6:00:00,Center High School FAFSA Workshop - In Person,,Completed,0015f00000JUL9cAAH,2,0,,
Career Jumping,2022-01-19 6:00:00,Cancelled due to Covid 19-Eisenhower Middle School Virtual Career Day - 7th Gr,,Cancelled,0015f00000JUL8aAAH,10,0,,
Employability Skills,2022-02-15 14:55:00,Guadalupe Centers High School Virtual Employability Skills - AM Session,,Completed,0015f00000KvwwFAAR,4,0,,
Career Jumping,2021-03-12 6:00:00,Hickman Mills Engineering & Tech 8th & 9th grade Virtual Career Jumping,,Completed,,12,0,,
Connector Session,2021-08-01 6:00:00,KCPS Connector 2021-22,,Completed,,53,0,,
IGNITE,2021-12-01 6:00:00,Nowlin IGNITE,,Completed,0015f00000JUL8QAAX,8,0,,
"Historical, not yet updated",2019-08-01 6:00:00,Connector 19-20 SY,,Completed,,191,0,,
"Historical, not yet updated",2019-11-05 6:00:00,Holland 1916 11/5/19,,Completed,,8,0,,
Campus Visit,2020-02-11 6:00:00,Donnelly College 5th grade campus visit,,Completed,,4,0,,
IGNITE,2021-11-03 6:00:00,Bingham IGNITE,,Completed,0015f00000JUL8PAAX,10,0,,
Career Speaker,2021-11-17 6:00:00,Arrowhead Middle School Virtual Career Day,,Completed,0015f00000JUL8iAAH,13,0,,
Connector Session,2021-08-02 6:00:00,Connector Industry Chats 2021-22,,Completed,,122,0,,
College Options,2020-09-23 6:00:00,KCKPS Virtual College Options Fair,,Completed,,34,0,,
"Historical, not yet updated",2020-08-01 6:00:00,Hickman Mills Connector 20-21,,Completed,,250,0,,
Volunteer Engagement,2022-02-10 20:00:00,Volunteer Engagement Committee 2/10/22,,Completed,0015f00000JU4qhAAD,13,0,,
Volunteer Engagement,2022-06-16 19:00:00,Volunteer Engagement Committee 6/16/22,,Completed,0015f00000JU4qhAAD,14,0,,
Connector Session,2021-08-01 6:00:00,Hickman Connector 2021-22,,Completed,,114,0,,
Career Speaker,2021-11-05 15:30:00,Rosedale Middle School 6th Grade Virtual Career Day,,Completed,0015f00000JUL8fAAH,9,0,,
IGNITE,2021-11-10 6:00:00,Pioneer IGNITE,,Completed,0015f00000JUL8RAAX,8,0,,
"Historical, not yet updated",2021-05-14 6:00:00,Central Middle School Virtual Career Day - 7th Grade,,Completed,,15,0,,
"Historical, not yet updated",2020-08-01 6:00:00,Independence Connector 20-21,,Completed,,3,0,,
"Historical, not yet updated",2020-08-01 6:00:00,Crossroads Academy Connector 20-21,,Completed,,1,0,,
"Historical, not yet updated",2020-08-01 6:00:00,Center Connector 20-21,,Completed,,1,0,,
"Historical, not yet updated",2020-08-01 6:00:00,Connector Industry Chats 20-21,,Completed,,117,0,,
Career Jumping,2020-12-17 6:00:00,Rosedale Middle School Virtual Career Jumping,,Completed,0015f00000JUL8fAAH,18,0,,
FAFSA,2021-12-09 6:00:00,Center High School Parent Night - In Person,,Completed,0015f00000JUL9cAAH,2,0,,
Volunteer Orientation,2022-01-25 6:00:00,PREP-KC Virtual Volunteer Orientation 1/25,,Completed,0015f00000JU4qhAAD,6,0,,
"Historical, not yet updated",2020-08-01 6:00:00,KCKPS Connector 20-21,,Completed,,686,0,,
Career Jumping,2020-12-08 6:00:00,Hogan Prep Career Jumping,,Completed,,8,0,,
"Historical, not yet updated",2020-08-01 6:00:00,Grandview Connector 20-21,,Completed,,3,0,,
"Historical, not yet updated",2021-04-21 6:00:00,PREP-KC/HNTB IT Virtual Session,,Completed,,2,0,,
"Historical, not yet updated",2021-02-03 6:00:00,Arrowhead Middle School Virtual Career Speakers,,Completed,0015f00000JUL8iAAH,13,0,,
"Historical, not yet updated",2021-05-07 6:00:00,Argentine Middle School Virtual Career Speakers,,Completed,0015f00000JUL8hAAH,16,0,,
Career Jumping,2021-02-26 6:00:00,Hickman Mills Business & Finance 8th & 9th Grade Virtual Career Jumping,,Completed,,8,0,,
Career Jumping,2021-03-19 6:00:00,Hickman Mills Health & Human Services 8th & 9th grade Virtual Career Jumping,,Completed,,14,0,,
Career Jumping,2020-11-09 6:00:00,Guadalupe Centers High School Virtual Career Jumping,,Completed,0015f00000KvwwFAAR,8,0,,
Career Jumping,2020-10-21 6:00:00,Allen Village Virtual Career Jumping,,Completed,,9,0,,
"Historical, not yet updated",2020-03-10 6:00:00,GastingerWalker Architecture visit,,Completed,,5,0,,
"Historical, not yet updated",2020-02-28 6:00:00,UMKC Argentine Mock Trial,,Completed,0015f00000JUL8hAAH,2,0,,
Career Speaker,2021-11-23 6:00:00,Truman Elementary Virtual Career Speakers 3-5,,Completed,0015f00000JUL85AAH,8,0,,
College Application Fair,2021-12-03 6:00:00,Center High School College Application Fair - In Person,,Completed,0015f00000JUL9cAAH,13,0,,
Career Jumping,2021-12-01 6:00:00,SKC Advanced Theater Career Jumping,,Completed,,6,0,Arts and Communications,
Career Speaker,2022-01-11 6:00:00,Compass Elementary Virtual Career Day: 3rd - 5th Grades,,Completed,0015f00000JUL8DAAX,10,0,,
FAFSA,2021-11-16 6:00:00,Grandview High School FAFSA Workshop - In Person,,Completed,0015f00000JUL8IAAX,2,0,,
Career Fair,2022-03-15 14:15:00,Ingels Elementary Virtual Career Day 3rd-5th Grades,Ingels Elementary Virtual Career Day 3rd-5th Grade,Completed,0015f00000JUL88AAH,7,0,,
Career Speaker,2021-12-16 6:00:00,Rosedale Middle School 7th Grade Virtual Career Day,,Completed,0015f00000JUL8fAAH,14,0,,
Career Jumping,2021-04-09 6:00:00,Argentine Middle School Virtual Career Jumping,,Completed,0015f00000JUL8hAAH,16,0,,
Career Jumping,2021-01-13 6:00:00,Eisenhower Middle School Virtual Career Jumping,,Completed,0015f00000JUL8aAAH,14,0,,
Career Speaker,2021-10-20 6:00:00,Arrowhead Middle School Virtual Career Days,,Completed,0015f00000JUL8iAAH,12,0,,
Connector Session,2021-08-01 6:00:00,KCKPS Connector 2021-22,,Completed,,324,0,,
"Historical, not yet updated",2020-08-01 6:00:00,KCPS Connector 20-21,,Completed,,51,0,,
Career Jumping,2020-11-12 6:00:00,Guadalupe Centers High School Virtual Career Jumping,,Completed,0015f00000KvwwFAAR,9,0,,
"Historical, not yet updated",2019-10-08 6:00:00,BrandLab Spark Day,,Completed,,1,0,,
"Historical, not yet updated",2021-03-23 6:00:00,Hogan Prep Junior/Senior Day,,Completed,0015f00000JU4p8AAD,19,0,,
Volunteer Orientation,2021-10-22 6:00:00,PREP-KC Virtual Volunteer Orientation,,Completed,0015f00000JU4qhAAD,7,0,,
Volunteer Orientation,2021-11-12 6:00:00,PREP-KC Virtual Volunteer Orientation,,Completed,0015f00000JU4qhAAD,14,0,,
Career Jumping,2021-09-15 6:00:00,Allen Village Charter School Career Jumping,,Completed,0015f00000JUL8sAAH,5,0,,
College Application Fair,2021-10-06 6:00:00,Allen Village College Application Fair 10/6,,Completed,0015f00000JUL8hAAH,5,0,,
"Historical, not yet updated",2019-09-10 6:00:00,Holland 1916 9/10/19,,Completed,,8,0,,
"Historical, not yet updated",2021-05-11 6:00:00,Central Middle School Virtual Career Day - 6th Grade,,Completed,,12,0,,
Employability Skills,2022-02-15 19:25:00,Guadalupe Centers High School Virtual Employability Skills - PM Session,,Completed,0015f00000KvwwFAAR,3,0,,
FAFSA,2022-01-26 6:00:00,Grandview High School Virtual FAFSA Parent Night,,Completed,0015f00000JUL8IAAX,1,0,,
Career Speaker,2021-09-24 6:00:00,Argentine Middle School Virtual Career Days,,Completed,0015f00000JUL8hAAH,12,0,,
College Application Fair,2021-10-12 6:00:00,Ruskin High School College Application Fair - IN PERSON,,Completed,0015f00000JUL8BAAX,10,0,,
"Historical, not yet updated",2019-06-24 6:00:00,Pathways to Technology 2019,,Completed,,3,0,IT,
"Historical, not yet updated",2019-10-10 6:00:00,BioNexus Annual Dinner,,Completed,,2,0,,
"Historical, not yet updated",2021-03-31 6:00:00,HNTB/GV Engineering Virtual Session,,Completed,,5,0,,
Volunteer Engagement,2021-05-03 6:00:00,Volunteer Engagement Committee,,Completed,0015f00000JU4qhAAD,16,0,,
"Historical, not yet updated",2020-08-01 6:00:00,Guadalupe Centers Connector 20-21,,Completed,,6,0,,
"Historical, not yet updated",2021-03-03 6:00:00,Gloria Willis Middle School Virtual Career Speakers,,Completed,0015f00000JUL8cAAH,16,0,,
Career Jumping,2021-05-18 6:00:00,Crossroads Charter School Virtual 8th grade Career Jumping,,Completed,,10,0,,
Career Jumping,2021-03-26 6:00:00,Hickman Mills Arts & Communication 8th & 9th grade Virtual Career Jumping,,Completed,,10,0,,
"Historical, not yet updated",2019-06-01 6:00:00,Connector Volunteers,,Completed,,25,0,,
College Application Fair,2021-09-29 6:00:00,Allen Village College Application Fair 9/29,,Completed,0015f00000JUL8hAAH,5,0,,
Career Speaker,2021-10-06 6:00:00,Allen Village Charter School Career Speakers,,Completed,0015f00000KvwzMAAR,6,0,,
Volunteer Orientation,2021-09-10 6:00:00,PREP-KC Virtual Volunteer Orientation,,Completed,0015f00000JU4qhAAD,18,0,,
Volunteer Engagement,2021-12-09 6:00:00,Volunteer Engagement Committee 12/9/21,,Completed,0015f00000JU4qhAAD,13,0,,
"Historical, not yet updated",2019-06-20 6:00:00,BFI American Century,,Completed,,14,0,,
"Historical, not yet updated",2019-06-06 6:00:00,Bioscience Summer Camp 2019,,Completed,,3,0,Health;Bioscience;Human Services,
"Historical, not yet updated",2020-08-01 6:00:00,Allen Village Connector 20-21,,Completed,,4,0,,
Career Jumping,2021-02-10 6:00:00,Gloria Willis Middle School Virtual Career Jumping,,Completed,0015f00000JUL8cAAH,17,0,,
"Historical, not yet updated",2021-01-27 6:00:00,Eisenhower Middle School Virtual Career Speakers,,Completed,0015f00000JUL8aAAH,15,0,,
"Historical, not yet updated",2021-02-24 6:00:00,Carl Bruce Middle School Virtual Career Speakers,,Completed,0015f00000JUL8eAAH,15,0,,
"Historical, not yet updated",2021-01-30 6:00:00,Math Relays - 2021,,Completed,,18,0,,
College Application Fair,2021-11-17 6:00:00,Allen Village College Fair 9th - 12th Grades,,Completed,0015f00000JUL8hAAH,10,0,,
Volunteer Engagement,2021-09-09 6:00:00,Volunteer Engagement Committee 9/9/21,,Completed,0015f00000JU4qhAAD,11,0,,
Career Speaker,2021-11-19 6:00:00,Truman Elementary Virtual Career Speakers K-2,,Completed,0015f00000JUL85AAH,7,0,,
"Historical, not yet updated",2018-11-01 6:00:00,Truman visit for Alta Vista,,Completed,0015f00000JU4zoAAD,3,0,,
"Historical, not yet updated",2018-05-18 6:00:00,Sprint Accelerator,,Completed,,2,0,,
"Historical, not yet updated",2018-01-16 6:00:00,Holland 1916,,Completed,,1,0,,
"Historical, not yet updated",2015-12-11 6:00:00,Deloitte and Touche,,Completed,,1,0,,
"Historical, not yet updated",2011-08-12 6:00:00,Business and Finance,,Completed,,9,0,,
"Historical, not yet updated",2017-02-24 6:00:00,UMKC School of Education,,Completed,,5,0,,
"Historical, not yet updated",2016-01-29 6:00:00,In-school FAFSA Session,,Completed,,2,0,,
Career Jumping,2016-08-15 6:00:00,Wyandotte HS Career Jumping -Engineering,,Completed,0015f00000JUL8YAAX,7,0,,
"Historical, not yet updated",2016-09-22 6:00:00,GCI Culinary,,Completed,,2,0,,
"Historical, not yet updated",2012-10-11 6:00:00,Engineering and IT,,Completed,,9,0,,
"Historical, not yet updated",2014-09-09 6:00:00,Burns and McDonnell,,Completed,,3,0,,
"Historical, not yet updated",2018-03-02 6:00:00,MECA Challenge,,Completed,,21,0,,
"Historical, not yet updated",2013-12-12 6:00:00,Burns & McDonnell Work Shadows,,Completed,,1,0,,
"Historical, not yet updated",2018-02-27 6:00:00,HNTB,,Completed,,1,0,,
Career Jumping,2016-03-25 6:00:00,Schlagle Career Jumping -Human Services,,Completed,0015f00000JUL8bAAH,17,0,,
"Historical, not yet updated",2013-09-27 6:00:00,Classroom Mock Audit,,Completed,,1,0,,
"Historical, not yet updated",2017-10-13 6:00:00,Sprint Accelerator,,Completed,,2,0,,
College Application Fair,2017-09-28 6:00:00,Ruskin College Application Fair,,Completed,0015f00000JUL8BAAX,20,0,,
"Historical, not yet updated",2017-03-14 6:00:00,Burns & McDonnell Teacher PD,,Completed,,7,0,,
IGNITE,2017-11-16 6:00:00,Grandview MS IGNITE,,Completed,0015f00000JUL8MAAX,40,0,,
"Historical, not yet updated",2014-02-26 6:00:00,MCC-BTC,,Completed,,1,0,,
College Application Fair,2017-09-27 6:00:00,Center high school college application fair,,Completed,0015f00000JUL9cAAH,14,0,,
